File name	Line	Function	Duration[ms]	Explored nodes
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	497	_ManoMotion.RunTime.RunTimeApplication.SetManoMotionDefaultFeaturesToDisplay$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	516	_ManoMotion.RunTime.RunTimeApplication.EnableAllTriggers$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	529	_ManoMotion.RunTime.RunTimeApplication.GetDefaultListOfFeatures$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	548	_ManoMotion.RunTime.RunTimeApplication.DisableAllTriggers$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\SetInitialPostion.cs	9	_SetInitialPostion.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Blocks\Scripts\SpawnPoint.cs	17	_SpawnPoint.InitializeCubePool$$	11	403
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Blocks\Scripts\SpawnPoint.cs	29	_SpawnPoint.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Blocks\Scripts\SpawnPoint.cs	33	_SpawnPoint.Update$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Blocks\Scripts\SpawnPoint.cs	65	_SpawnPoint.GetCubeFromPool$$	15	503
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\StartApplicationInstruction.cs	7	_StartApplicationInstruction.OnEnable$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\StartApplicationInstruction.cs	12	_StartApplicationInstruction.InitializeInstruction$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\StartApplicationInstruction.cs	26	_StartApplicationInstruction.GuideHowTo$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	9	_ToggleGizmos.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	17	_ToggleGizmos.ToggleShowHandStates$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	25	_ToggleGizmos.ToggleShowManoclass$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	33	_ToggleGizmos.ToggleShowPalmCenter$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	42	_ToggleGizmos.ToggleShowPOI$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	51	_ToggleGizmos.ToggleShowHandSide$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	59	_ToggleGizmos.ToggleShowContinuousGestures$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	67	_ToggleGizmos.ToggleShowPickTriggerGesture$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	75	_ToggleGizmos.ToggleShowDropTriggerGesture$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	83	_ToggleGizmos.ToggleShowClickTriggerGesture$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	91	_ToggleGizmos.ToggleShowGrabTriggerGesture$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	99	_ToggleGizmos.ToggleShowReleaseTriggerGesture$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	107	_ToggleGizmos.ToggleShowSmoothingSlider$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	115	_ToggleGizmos.ToggleShowWarnings$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ToggleGizmos.cs	123	_ToggleGizmos.ToggleShowDepthEstimation$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\ManoVisualization\ToggleVisualizationValues.cs	9	_ToggleVisualizationValues.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\ManoVisualization\ToggleVisualizationValues.cs	17	_ToggleVisualizationValues.ToggleShowBackgroundLayer$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\ManoVisualization\ToggleVisualizationValues.cs	25	_ToggleVisualizationValues.ToggleBoundingBox$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\TriggerGizmo.cs	15	_TriggerGizmo.OnEnable$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\TriggerGizmo.cs	22	_TriggerGizmo.FixedUpdate$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\TriggerGizmo.cs	27	_TriggerGizmo.FadeAndExpand$$	0	8
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\UIIconBehavior.cs	44	_ManoMotion.UI.Buttons.UIIconBehavior.OnEnable$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\UIIconBehavior.cs	53	_ManoMotion.UI.Buttons.UIIconBehavior.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\UIIconBehavior.cs	62	_ManoMotion.UI.Buttons.UIIconBehavior.UpdateIconAndFrame$bool$	0	27
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\UIIconBehavior.cs	90	_ManoMotion.UI.Buttons.UIIconBehavior.ToggleActive$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\UIIconBehavior.cs	96	_ManoMotion.UI.Buttons.UIIconBehavior.SetIsActive$bool$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\UIIconBehavior.cs	107	_ManoMotion.UI.Buttons.UIIconBehavior.SetIconFunctionality$ManoMotion.UI.Buttons.UIIconBehavior.IconFunctionality$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Ui\UiSwipe.cs	11	_UiSwipe.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Ui\UiSwipe.cs	16	_UiSwipe.Update$$	0	9
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Ui\ZoomModelOut.cs	8	_ZoomModelOut.ZoomOut$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Ui\ZoomModelsIn.cs	8	_ZoomModelsIn.ZoomIn$$	0	3
